Period Ending,Country,CLDR Territory Code,Product,Reason,Court Orders,"Executive, Police, etc.",Items Requested To Be Removed
12/31/12,Brazil,BR,Gmail,Defamation,2,0,2
12/31/12,Brazil,BR,orkut,Other,2,0,3
12/31/12,Brazil,BR,YouTube,Hate Speech,0,3,3
12/31/12,Brazil,BR,Web Search,Government Criticism,0,2,5
12/31/12,Brazil,BR,orkut,Hate Speech,3,0,11
12/31/12,Brazil,BR,Google+,Privacy and Security,1,0,1
12/31/12,Brazil,BR,Picasa Web Albums,Reason Unspecified,1,0,1
12/31/12,Brazil,BR,Web Search,Adult Content,1,0,5
12/31/12,Brazil,BR,YouTube,Defamation,60,4,121
12/31/12,Brazil,BR,Blogger,Adult Content,0,1,1
12/31/12,Brazil,BR,Gmail,Reason Unspecified,1,0,1
12/31/12,Brazil,BR,YouTube,Violence,1,1,3
12/31/12,Brazil,BR,YouTube,Reason Unspecified,3,0,3
12/31/12,Brazil,BR,orkut,Impersonation,20,2,24
12/31/12,Brazil,BR,YouTube,Copyright,7,1,8
12/31/12,Brazil,BR,YouTube,Electoral Law,235,3,426
12/31/12,Brazil,BR,Web Search,Defamation,40,0,172
12/31/12,Brazil,BR,Web Search,Electoral Law,10,0,10
12/31/12,Brazil,BR,Blogger,Government Criticism,1,3,9
12/31/12,Brazil,BR,Gmail,Privacy and Security,1,0,1
12/31/12,Brazil,BR,Blogger,Impersonation,3,1,9
12/31/12,Brazil,BR,Google+,Impersonation,2,0,2
12/31/12,Brazil,BR,Web Search,Reason Unspecified,14,2,21
12/31/12,Brazil,BR,Google+,Defamation,2,0,2
12/31/12,Brazil,BR,Picasa Web Albums,Privacy and Security,1,0,4
12/31/12,Brazil,BR,Street View,Privacy and Security,3,0,3
12/31/12,Brazil,BR,orkut,Privacy and Security,1,2,3
12/31/12,Brazil,BR,orkut,Reason Unspecified,4,7,13
12/31/12,Brazil,BR,YouTube,Impersonation,1,0,4
12/31/12,Brazil,BR,Blogger,Violence,1,0,2
12/31/12,Brazil,BR,YouTube,Religious Offense,0,1,2
12/31/12,Brazil,BR,YouTube,National Security,0,1,1
12/31/12,Brazil,BR,orkut,Electoral Law,1,0,1
12/31/12,Brazil,BR,YouTube,Privacy and Security,10,0,22
12/31/12,Brazil,BR,YouTube,Adult Content,5,4,11
12/31/12,Brazil,BR,Blogger,Privacy and Security,4,0,13
12/31/12,Brazil,BR,Picasa Web Albums,Defamation,2,0,2
12/31/12,Brazil,BR,YouTube,Other,2,2,4
12/31/12,Brazil,BR,Blogger,Reason Unspecified,4,6,17
12/31/12,Brazil,BR,Blogger,Electoral Law,69,0,326
12/31/12,Brazil,BR,Google+ Local,Defamation,1,0,2
12/31/12,Brazil,BR,Blogger,Copyright,1,0,4
12/31/12,Brazil,BR,Blogger,Defamation,62,4,115
12/31/12,Brazil,BR,YouTube,Trademark,1,0,1
12/31/12,Brazil,BR,orkut,Defamation,28,1,57
12/31/12,Canada,CA,Web Search,Other,1,0,242
12/31/12,Canada,CA,Google AdWords,Other,1,0,1
12/31/12,Canada,CA,YouTube,Hate Speech,0,1,1
12/31/12,Canada,CA,Google+ Local,Defamation,1,0,6
12/31/12,Canada,CA,YouTube,Copyright,0,2,4
12/31/12,Canada,CA,Web Search,Copyright,1,0,26
12/31/12,Canada,CA,YouTube,Privacy and Security,0,1,1
12/31/12,Canada,CA,Web Search,Defamation,0,1,1
12/31/12,Canada,CA,Blogger,Defamation,3,0,10
12/31/12,Croatia,HR,Web Search,Copyright,1,0,2
12/31/12,Ukraine,UA,Google Sites,Defamation,0,1,1
12/31/12,Singapore,SG,YouTube,Religious Offense,0,2,7
12/31/12,Colombia,CO,Blogger,Privacy and Security,0,1,1
12/31/12,Colombia,CO,Gmail,Privacy and Security,0,1,1
12/31/12,Spain,ES,Web Search,Privacy and Security,0,25,134
12/31/12,Spain,ES,YouTube,National Security,0,2,2
12/31/12,Spain,ES,Gmail,Impersonation,0,1,1
12/31/12,Spain,ES,YouTube,Bullying/Harassment,0,1,3
12/31/12,Spain,ES,YouTube,Defamation,1,2,4
12/31/12,Spain,ES,Google Groups,Defamation,1,0,1
12/31/12,Spain,ES,Blogger,Other,0,3,3
12/31/12,Spain,ES,YouTube,Privacy and Security,0,10,12
12/31/12,Spain,ES,Blogger,Adult Content,0,1,1
12/31/12,Spain,ES,Picasa Web Albums,Other,0,1,1
12/31/12,Spain,ES,Gmail,Reason Unspecified,1,0,1
12/31/12,Spain,ES,Blogger,Privacy and Security,0,4,4
12/31/12,Spain,ES,YouTube,Reason Unspecified,0,1,1
12/31/12,Spain,ES,Blogger,Reason Unspecified,1,5,6
12/31/12,Spain,ES,Web Search: Autocomplete,Privacy and Security,0,1,1
12/31/12,Spain,ES,Web Search,Defamation,1,0,1
12/31/12,Spain,ES,Blogger,Defamation,6,1,11
12/31/12,Spain,ES,Blogger,Government Criticism,1,0,1
12/31/12,Spain,ES,Google Images,Adult Content,0,1,1
12/31/12,Cyprus,CY,YouTube,Privacy and Security,0,1,1
12/31/12,Argentina,AR,YouTube,Government Criticism,0,1,1
12/31/12,Argentina,AR,Web Search,National Security,1,0,7
12/31/12,Argentina,AR,Web Search,Privacy and Security,7,0,38
12/31/12,Argentina,AR,YouTube,National Security,1,0,1
12/31/12,Argentina,AR,Blogger,National Security,1,0,1
12/31/12,Argentina,AR,YouTube,Privacy and Security,2,1,7
12/31/12,Argentina,AR,Web Search: Autocomplete,Defamation,1,0,3
12/31/12,Argentina,AR,YouTube,Adult Content,0,2,2
12/31/12,Argentina,AR,Google Images,Privacy and Security,2,0,11
12/31/12,Argentina,AR,Blogger,Privacy and Security,2,0,2
12/31/12,Argentina,AR,Web Search,Other,1,0,6
12/31/12,Argentina,AR,Web Search,Defamation,28,2,78
12/31/12,Argentina,AR,Blogger,Defamation,5,3,14
12/31/12,Taiwan,TW,Web Search,Other,0,2,3
12/31/12,Taiwan,TW,Web Search,Privacy and Security,0,1,1
12/31/12,Taiwan,TW,YouTube,Other,0,3,3
12/31/12,Taiwan,TW,Google AdWords,Other,0,1,1
12/31/12,Taiwan,TW,Blogger,Other,0,1,1
12/31/12,Taiwan,TW,Web Search,Defamation,0,1,1
12/31/12,Taiwan,TW,Blogger,Defamation,0,1,3
12/31/12,United States,US,YouTube,Government Criticism,1,2,3
12/31/12,United States,US,Google Sites,Impersonation,0,1,1
12/31/12,United States,US,Web Search,Privacy and Security,23,7,40
12/31/12,United States,US,Blogger,Trademark,1,0,1
12/31/12,United States,US,Web Search,Reason Unspecified,1,0,1
12/31/12,United States,US,Google Scholar,Other,1,0,1
12/31/12,United States,US,Google Apps,Impersonation,0,1,1
12/31/12,United States,US,Web Search,Copyright,5,1,68
12/31/12,United States,US,Web Search: Autocomplete,Defamation,1,0,1
12/31/12,United States,US,Google+,Defamation,3,0,6
12/31/12,United States,US,Google Images,Defamation,2,0,4
12/31/12,United States,US,Google Sites,Other,0,1,1
12/31/12,United States,US,Google Profiles,Defamation,1,0,1
12/31/12,United States,US,Web Search,Trademark,8,0,194
12/31/12,United States,US,YouTube,Impersonation,0,2,9
12/31/12,United States,US,Google Groups,Copyright,0,1,1
12/31/12,United States,US,Google Play Apps,Trademark,1,0,1
12/31/12,United States,US,YouTube,Religious Offense,0,1,1
12/31/12,United States,US,Google Play Apps,Copyright,1,0,1
12/31/12,United States,US,Google Scholar,Privacy and Security,1,0,3
12/31/12,United States,US,YouTube,Bullying/Harassment,1,3,7
12/31/12,United States,US,YouTube,Defamation,2,0,91
12/31/12,United States,US,Google Groups,Defamation,12,0,1730
12/31/12,United States,US,YouTube,Privacy and Security,1,8,17
12/31/12,United States,US,Blogger,Adult Content,1,0,6
12/31/12,United States,US,YouTube,Adult Content,0,1,1
12/31/12,United States,US,Gmail,Reason Unspecified,1,0,1
12/31/12,United States,US,Google Images,Privacy and Security,9,0,18
12/31/12,United States,US,YouTube,Violence,0,5,8
12/31/12,United States,US,Blogger,Privacy and Security,5,0,12
12/31/12,United States,US,YouTube,Reason Unspecified,0,3,9
12/31/12,United States,US,Web Search,Other,7,0,58
12/31/12,United States,US,Picasa Web Albums,Defamation,2,0,15
12/31/12,United States,US,Blogger,Reason Unspecified,2,0,3
12/31/12,United States,US,Google AdWords,Other,0,10,227
12/31/12,United States,US,Google Docs,Defamation,1,0,2
12/31/12,United States,US,Google+ Local,Defamation,5,0,9
12/31/12,United States,US,Blogger,Copyright,1,0,1
12/31/12,United States,US,Web Search,Defamation,87,0,1217
12/31/12,United States,US,Blogger,Defamation,68,0,135
12/31/12,United States,US,Blogger,Bullying/Harassment,4,0,5
12/31/12,United States,US,Google AdWords,Trademark,2,8,40
12/31/12,United States,US,YouTube,Trademark,0,4,4
12/31/12,United States,US,Google Sites,Privacy and Security,1,0,1
12/31/12,Sweden,SE,Google AdWords,Other,0,1,1
12/31/12,Switzerland,CH,YouTube,Defamation,0,1,15
12/31/12,Switzerland,CH,Web Search,Defamation,9,0,9
12/31/12,Switzerland,CH,Blogger,Defamation,2,0,63
12/31/12,Monaco,MC,Blogger,Government Criticism,1,0,5
12/31/12,Portugal,PT,Blogger,Reason Unspecified,1,0,3
12/31/12,Portugal,PT,Web Search,Defamation,1,0,1
12/31/12,Portugal,PT,Blogger,Defamation,3,0,5
12/31/12,Mexico,MX,YouTube,Government Criticism,0,1,1
12/31/12,Mexico,MX,YouTube,Privacy and Security,0,1,1
12/31/12,Mexico,MX,Blogger,Defamation,2,5,12
12/31/12,Mexico,MX,Blogger,Government Criticism,0,1,1
12/31/12,Mexico,MX,Blogger,Privacy and Security,0,1,1
12/31/12,Czech Republic,CZ,Web Search,Defamation,2,0,10
12/31/12,Czech Republic,CZ,YouTube,Adult Content,1,0,1
12/31/12,Saudi Arabia,SA,YouTube,Religious Offense,0,5,353
12/31/12,Bangladesh,BD,YouTube,Religious Offense,0,2,10
12/31/12,Bangladesh,BD,YouTube,Hate Speech,0,1,1
12/31/12,Hungary,HU,YouTube,Government Criticism,0,1,1
12/31/12,Hungary,HU,Google AdWords,Other,1,0,29
12/31/12,Hungary,HU,Blogger,Defamation,1,0,1
12/31/12,South Africa,ZA,Web Search,Defamation,2,0,7
12/31/12,South Africa,ZA,Blogger,Defamation,1,0,1
12/31/12,Denmark,DK,YouTube,Government Criticism,0,1,2
12/31/12,Denmark,DK,Web Search,Defamation,1,0,17
12/31/12,Malaysia,MY,YouTube,Religious Offense,0,11,581
12/31/12,Malaysia,MY,YouTube,Copyright,0,1,1
