video_id	uploader	age	category	length	views	rate	ratings	comments
GYmgCG36SaY	euroma08	1161	Education	59	184	5	1	0
YtWeE20EC4Y	jayconner	976	Entertainment	92	558	5	2	0
5KD3RnSGDTY	eutube	938	News & Politics	154	21265	3.9	63	45
GEVy7Vh-aPA	eutube	1107	News & Politics	74	14659	3.91	11	2
Uj6vN72mFus	eutube	1232	News & Politics	97	1541	4.69	13	1
r8WM4EEh91I	eutube	1190	News & Politics	65	10729	4.28	29	24
tMqHMW5ki-E	M8production	1199	Music	193	243	4	1	1
Zg1VKJUrxi4	eutube	1099	News & Politics	244	25575	2.76	63	62
9DP-FA9y4CY	eutube	1228	News & Politics	45	5504	4.55	22	12
2DC86jEx3lE	euroma08	1090	Travel & Events	66	214	5	1	0
lgY8AKMj0YE	sasaizrijeke	978	Sports	45	801	0	0	2
1RB461IQR8Y	eutube	1196	News & Politics	210	9286	4.34	32	9
WUaOOARSrcg	evanescencefan20	1020	People & Blogs	248	102	5	2	7
NvVkqTFOWjA	Sidmania91	1073	Music	196	449	5	2	6
lsCmlnkCUfk	evanescencefan20	1020	Entertainment	244	118	5	3	9
AeFpP_WZXGA	evanescencefan20	1040	Comedy	98	246	5	4	7
7-lIRm3M59E	evanescencefan20	785	Music	205	2857	4.84	19	17
vSHmRgmqcoA	evanescencefan20	1041	Music	184	400	5	1	3
w-JVinwKoAM	evanescencefan20	1012	Entertainment	410	388	5	5	5
ZGdpkitDOJ0	biohazard2886	882	People & Blogs	149	4972	4.83	12	24
CObf29mQR_E	LtotheAtotheURA	1075	Entertainment	115	100	0	0	1
iAqvxvefHtk	evanescencefan20	761	Music	224	23440	4.89	62	73
5je8InS8sgg	tifdu38	1073	Entertainment	197	636	4.67	6	1
8AbkQNGK3xk	JennyHeartRoxy02	1040	Entertainment	111	98	0	0	0
nxNLnpDqI1A	kaisokunami	339	Music	203	487458	4.88	663	304
wgdrqtlAc_I	ReciesPieces	611	Music	183	138216	4.18	89	24
KbmaDsDCPGc	WatchHawk	1011	Entertainment	261	2647	5	2	5
Xwm9fgrPFvs	shoottherose06	631	Entertainment	326	2420	5	3	5
esIaV3Si7do	LordTony	407	Entertainment	335	748	5	9	7
aCLNhewaQ5s	feebes0101	1028	Comedy	95	9055	2.8	10	13
Kzjx0nRYhsY	TheatreWhore	528	Comedy	280	1517	3.67	6	14
RBnu4UHZk2o	Pirategirl555	588	Comedy	171	6576	3.5	20	4
eKZkalUlurU	im2cold2feelyou	659	Entertainment	225	5494	4.33	24	23
MMM5XgOn9nA	Kaseykahneissohott	551	Comedy	252	2436	3.57	7	10
8vw4NUny490	xxMyDarkLifexx	1124	Entertainment	131	9312	4.76	17	46
KdTXYV8bMvY	DonQuisdaAbosluteist	1094	Entertainment	103	55	0	0	1
htdfmQUqDAg	HEMI6point1	1140	Entertainment	602	394	0	0	0
XxXRMJg9XvY	bkzglamerizma	505	Comedy	29	17518	2.78	9	3
O3jL2vV4Ia0	AmberxDisaster	1101	Music	117	133	5	1	0
fo7lFHnjItw	TasteOfTorment	1092	People & Blogs	343	36	1	1	0
10_QftsURl4	fashionhottie	1100	Comedy	32	67	5	1	1
muYga3hdYnU	catnip102	1039	Comedy	274	764	3	2	7
vcpQD_5deUE	cla400	979	Music	216	5273	4.38	24	28
iu8nrdoggdA	ROBOshmak	1249	Gaming	59	16	0	0	0
3s5508BAumo	chinabree16	1102	Comedy	57	126	0	0	0
5QOY4LrEC3U	MrBeeKyoo	1098	Entertainment	132	595	5	20	13
YFUSpzhYEqY	xiluvstarsx	1102	Entertainment	210	581	0	0	0
bWcw5noN_3Y	sesvienna	1135	Comedy	242	142	5	1	1
daK7vJS9DbE	acmetropo9	1160	Film & Animation	58	570	0	0	2
fZIyiFiCvx8	mosley2k	491	Entertainment	3	42268	5	23	24
WK-jZW0594E	digitalvideo1982	1181	Entertainment	17	3652	5	6	0
eAJ9ZFefCkE	iLoveClassicTV	1180	Entertainment	10	5662	5	7	2
NunFsXrYqOQ	iLoveClassicTV	1156	Entertainment	13	788	0	0	3
uJE0ax95cWo	JohnnyL80	1183	Entertainment	3	1105	5	3	2
fU1nq0FrvFY	roygerdodger	1153	Film & Animation	4	5085	4.33	3	1
83fxl537itA	Disco2009	1162	Entertainment	4	2184	4	1	0
B0GvIFCzW6E	FlaCats14	986	Entertainment	9	1282	5	1	1
QokJ0wArM4w	meesterfonnyboy	1176	Entertainment	12	1605	5	3	4
QWQWoGKQGDw	JohnnyL80	1156	Entertainment	9	4694	5	11	6
G3orogYLzdI	PF9ThePikachuLover	1093	Entertainment	4	4669	5	2	1
pwr9wpLG4jI	iLoveClassicTV	1175	Entertainment	10	1113	5	6	3
mbpLE6MieYk	boracanasli	1165	Film & Animation	4	1137	4.5	2	1
x-rxDtqQT5A	tvrewind	1126	Entertainment	8	1208	5	2	1
rsDvjXazpcc	logostrikebeta1	556	Entertainment	2	26149	3.55	40	19
-9Xqmbnjcn8	iLoveClassicTV	1159	Entertainment	34	1234	5	3	2
rx85vdIIJek	iLoveClassicTV	1159	Entertainment	11	2570	4.83	6	6
mXD7tZ7Bg4k	danf62465	1174	Education	10	2005	5	4	3
trjlvegrpkA	drapersmokes	1153	Entertainment	4	817	0	0	2
3uxP5wJccuM	iLoveClassicTV	1159	Entertainment	7	748	5	2	1
gEXYeK0tY4c	iLoveClassicTV	1165	Entertainment	7	776	5	2	0
M1V7LV2xDd0	arvin223	1042	Entertainment	73	10550	3.83	30	20
#NAME?	iLoveClassicTV	1157	Entertainment	16	1775	5	7	2
bOIeoACBkWM	Evitaerc7	792	Entertainment	36	6738	4.71	14	6
MPDyJOrDH10	iLoveClassicTV	1156	Entertainment	10	718	5	5	4
UvN-n9Z_lVw	iLoveClassicTV	1156	Entertainment	9	4129	5	2	0
PSOTALVUaI0	iLoveClassicTV	1150	Entertainment	9	1364	5	3	2
X_W510QY0zU	tonycook1966	866	Entertainment	9	15530	4.83	18	6
Lrd5dgFHa-A	henrytvwhiz	698	News & Politics	153	4102	4	4	20
Taz0XSQ-rCI	musicom67	1008	Entertainment	11	5732	4.67	6	7
rW7hgx98P2s	meesterfonnyboy	1213	Entertainment	11	1198	0	0	1
FoKzD6NnDX8	meesterfonnyboy	1211	Entertainment	13	1696	5	3	3
q2rRFCmjWVw	MaineTVClips	1221	Entertainment	24	821	4.75	4	0
5j0lFuUSPV8	FlaCats14	1027	Entertainment	8	5265	5	5	3
hjQAlp_jSyQ	jbw470	1208	Film & Animation	28	1866	5	6	11
9e2xbZLlSDA	radiusny	897	Film & Animation	95	35413	4.77	71	58
HSS0ESzuMXw	VaultMasterDBT	1058	Entertainment	30	5165	5	10	10
FlkRFw_tuGc	erickhlui2007	1075	Entertainment	227	10703	4.71	14	17
2ZPXTV7b9-k	JohnnyL80	1242	Entertainment	14	1311	5	7	11
hVSYxTaUU9I	Chowchillah	1229	Entertainment	8	387	5	6	2
3z9CHJnGw2w	meesterfonnyboy	1211	Entertainment	12	929	5	2	0
h3cqaQyk68Y	Zakske	1170	Film & Animation	11	1368	4.8	5	2
AiapcJddoL4	togi55	1148	Entertainment	14	2761	5	3	2
w_TLdupnxZ8	SeanElGatoTelevision	1109	Entertainment	10	5363	4.8	5	22
UxMeujhcsto	grhdanny	1197	Entertainment	8	3016	5	3	7
juSq8exPbGk	musicom67	637	Entertainment	11	44418	5	63	66
iQLvMpYuQBE	Freenbean	1011	Education	14	4108	5	9	15
VrRbGShu-6U	UpperV80	933	News & Politics	15	1042	5	1	1
7WaAPkrIRN8	digitalvideo1982	1111	Entertainment	7	7046	3.67	3	8
LvYJksheS7o	innewscenterhd	1167	Film & Animation	42	1574	5	4	0
CR4oXepbSRs	digitalvideo1982	1202	Entertainment	14	2770	4.2	5	8
VLMICiWI15s	robatsea2008	1186	Entertainment	64	1568	4.83	6	2
1JgLlyLQ6gY	bostonnewsarchives	612	Film & Animation	28	10840	4.93	29	31
HFPj1I4h7lI	digitalvideo1982	1181	Entertainment	16	1351	5	1	2
wquTsIDM250	danf62465	1174	Entertainment	26	2692	5	4	4
rWT5k0L5sgg	digitalvideo1982	1180	Entertainment	11	1946	5	5	2
Yu2O3OaYzBs	digitalvideo1982	1181	Entertainment	19	2125	5	1	0
Vq8qkoiAjww	digitalvideo1982	1105	Entertainment	71	11566	5	7	15
U_OLugVA6HA	ColumbiaPictures58	888	Film & Animation	30	7643	5	5	4
nGVsQqpcMvI	digitalvideo1982	1181	Entertainment	3	3186	5	4	1
ioL3UBQ7ktw	digitalvideo1982	1181	Entertainment	8	6685	5	6	3
EXPjvPwXibo	MSTS1	1153	Entertainment	299	1875	4.71	7	7
qCvBY2OT01s	ntropolis	605	Entertainment	30	20015	4.94	35	29
RUJlLWNHsZQ	digitalvideo1982	1181	Entertainment	11	4041	5	8	15
aK_6j6pBPVg	stiffkids2006	1174	Entertainment	42	952	5	3	2
JzHDxVjm0xA	makomichiruyaten	1204	Entertainment	13	1607	5	2	1
93Bix8LGfjg	IceManNYR	1216	Film & Animation	12	723	5	3	0
_o2p33bcAeQ	FlaCats14	1127	Entertainment	5	3727	5	1	1
-VFl6FnSB-c	wellslogan	1172	Entertainment	4	1047	0	0	0
kWBxikSPmUU	ScorpioEightySix	1228	Entertainment	543	671	0	0	0
LdY-S1pf7CM	digitalvideo1982	1158	Entertainment	8	7086	5	8	3
9fgcOaoer7s	digitalvideo1982	1160	Entertainment	13	4129	3.75	4	4
JcE6GmwLso0	danf62465	1125	Film & Animation	12	1315	5	2	1
YY8c7_7I6wg	ntropolis	870	News & Politics	30	1305	5	3	2
vI1y_MwhA9Y	ntropolis	836	Entertainment	6	3276	4.5	6	8
LYepW2w-fN8	ntropolis	878	News & Politics	10	618	5	1	1
FbqGqU3HflY	eutube	867	News & Politics	20	42899	3.58	77	30
TxdWKD-1CJY	ntropolis	633	Entertainment	3	1774	4.6	5	0
x0aEDc6TCTg	ntropolis	1012	News & Politics	13	1228	3	1	5
qnlLhfYXg8k	shizermagizer	923	Entertainment	115	956	5	1	5
P5Ez0_67h6o	joeytrask	702	News & Politics	31	3798	4.11	9	8
YWYC5C5_l6g	Colortinis	922	News & Politics	6	771	5	1	0
qByZuNMVhNw	leshaunfossett	833	Film & Animation	66	2362	5	5	1
6Cpe67yDdTo	filmage3	659	Film & Animation	20	14851	4.83	23	32
dW2DsgEc5SA	ntropolis	633	Entertainment	5	1880	4.33	3	1
dGMoNwyTWGM	DanDMan16	914	Film & Animation	4	16250	4.33	15	6
Y8t2DG0i5hU	tyson83782	880	Film & Animation	5	421	4	4	0
o2ewv2tn4y4	sanantonionewsman	1012	News & Politics	10	533	5	1	1
57LVi1kRYNo	ntropolis	689	News & Politics	127	2267	5	1	9
bL7JuCgeNWw	ntropolis	607	News & Politics	30	815	5	2	1
7Z0QWRUqPCk	ntropolis	633	News & Politics	4	1192	5	2	0
YHhxuS4dhbQ	ntropolis	1021	News & Politics	30	248	0	0	0
CuDhPPVhYqs	danf62465	1174	Entertainment	7	2126	5	4	7
fTSDS2Gxyvo	digitalvideo1982	1181	Entertainment	4	1613	5	3	1
dXLp7EZRmZ4	danf62465	1162	Entertainment	33	2729	5	6	1
u5fdgwPj5PQ	eyeontv	1102	Film & Animation	122	2677	5	5	6
NQIOKkUO_mg	HollywoodDerek3	1094	Entertainment	11	1616	5	1	0
0q5upEi4MuI	digitalvideo1982	1159	Entertainment	5	2073	4.8	5	2
vGCb15m-RH0	danf62465	1163	Entertainment	6	1093	5	6	4
SKUIBa9bJ_8	digitalvideo1982	1240	Entertainment	4	423	5	2	1
DO1XF0rZsNA	digitalvideo1982	1160	Entertainment	9	10190	5	2	0
WeqVkM-S4sU	dare123	728	Comedy	48	283	1	1	0
xUnJ3Qsx6vI	CristinaCath	861	Pets & Animals	122	10319	4.95	21	19
neKAgTzbhyM	fideliox76	841	Pets & Animals	239	259	3	2	1
wG_5i-a2Sac	cobaltchloride	650	Pets & Animals	183	65310	4.62	120	129
_aGZYpUHFTU	kikiscout	631	Pets & Animals	54	1122	4.4	5	6
9Y09A1ReBm0	lukahondas	816	Pets & Animals	24	320	5	1	0
_vNct1YEw20	BIZKET111	1140	Pets & Animals	17	63	0	0	0
GjfWboagTeI	dipadua3	949	Pets & Animals	91	229	4.67	3	1
#NAME?	ioanav21	972	Pets & Animals	82	249	5	2	0
dUReMvUiBYc	2005MazdaRx8	974	Pets & Animals	56	1245	4.5	2	0
yr_8J2u0LJU	norwegianbeaglesrule	596	Pets & Animals	77	3511	4.6	15	11
8C4PZ6uvu2s	o924min	1140	Pets & Animals	86	31	0	0	0
J7F75Hlp5Y8	doubledutyemt	1031	Pets & Animals	32	170	5	2	2
x82cfPHi8m0	jwright0367	489	Pets & Animals	45	1913	3.67	3	3
tjtzIvurU9c	tonyfazio	1106	Pets & Animals	28	413	3	1	1
OFOj0gqK2Qo	cobaltchloride	1099	Pets & Animals	80	401	3.75	4	0
IFjv2gFtWag	neoxspeed	777	Pets & Animals	29	225	5	1	0
LMrP8-C850k	beaglesareus	849	Pets & Animals	56	240	0	0	0
zbgnuBfQstw	bradjward	878	People & Blogs	44	14320	4.9	50	44
Zh-F9M7ssmU	KariNich85	864	Pets & Animals	40	3696	4.86	7	7
cG5tKECxBIk	kikiscout	638	Pets & Animals	61	6507	4.67	12	22
EtZ8Zcpzkqk	Cletusthebeagle	636	Pets & Animals	63	1096	4.4	5	4
ILO1fwVys-k	wassupduck	912	Pets & Animals	56	3893	3.22	9	12
FmO3t5iYxhM	ns517	825	Pets & Animals	86	500	4	1	7
7r9FsTuHfnI	ryngwraythbeagles	810	Pets & Animals	65	7295	5	9	10
7poBWP55S7s	ahhthelogic	775	Pets & Animals	59	1010	4.5	2	4
trHshWqolX8	fivecentschange	447	Pets & Animals	41	7154	4.75	20	13
CLeziNwqU_k	Ricapar	678	Pets & Animals	29	1237	0	0	0
cAaDlj1eLV4	alohachiimoku	833	Pets & Animals	41	519	0	0	1
jYqPCIZA0b4	joelson101	823	Pets & Animals	30	5619	5	10	10
a9MZDLu9FPQ	jscott8941	1093	Pets & Animals	58	532	4.33	3	3
U_xSiEmgufg	andervaz	891	Pets & Animals	73	228	5	1	1
8VFzPO60s00	kikiscout	604	Pets & Animals	86	334	5	2	2
YO4ayBn_1CI	lesontour	890	Travel & Events	12	618	3	2	0
gckPV8u2UHk	AnimalAidPDX	1014	Pets & Animals	47	147	0	0	0
WzeE1K00Xuk	HOTTSEXYGUY	695	Comedy	32	64	0	0	1
BnC9HaGRYvo	SHIOBEXXX	932	Pets & Animals	91	119	0	0	1
tx5BjJzOwII	MoonRiver0888	1102	Pets & Animals	406	168	5	1	0
OnOdAZ9MpKE	DaniVieira	477	Pets & Animals	29	1301	3	3	0
BX4WG_RKvk4	swoose385	725	Pets & Animals	20	176	0	0	1
3CqLpkTmGrI	cookiegirl109	830	Pets & Animals	252	379	4	2	9
g4-2g5ql8PI	deployallmonsters	626	Pets & Animals	80	267	0	0	0
jWWJDhKo1IM	clovermoon	429	Pets & Animals	15	1862	4.75	4	4
lgxLMDPxXNk	glittergirley	1031	Pets & Animals	14	69	5	1	0
5KnYqHh3SyU	idesign2	1100	Pets & Animals	345	559	5	2	0
DJGizUO56Q4	johangarv	0	 UNA 	372	83667	4.44	545	429
Un2cCeuJeIw	lexilyn	551	Music	255	44082	4.79	120	119
mhPqYWUvhHg	blankem	1102	Film & Animation	200	609	4.88	25	28
4VIw6-98Fzw	herminaprocopiuc	1241	Pets & Animals	31	81	5	1	1
r0qCvnkzG5Q	Kylixwine	1191	Pets & Animals	153	242	0	0	0
FD5xtNQdQQo	cowkiller911	1243	Pets & Animals	14	40	1	1	0
OUouGeXWbUY	Sneakernight89	1240	Pets & Animals	36	15	4	1	1
XPIzzkTUu48	wwlolziom	1149	Pets & Animals	145	1064	1.67	3	1
rSfEa0uzRQ0	YaniHartonen	774	Entertainment	519	58312	4.81	88	49
ENGxEA5aTos	YaniHartonen	814	Entertainment	385	4089	5	6	0
zu7-zUZlPBs	buyernote	873	Entertainment	55	9474	5	1	0
QSM8r4OmK4c	FashionTV	862	Entertainment	686	6699	5	4	0
RJVZHFTi6E4	YaniHartonen	885	People & Blogs	401	1153	4.67	3	5
zbhbTcUEdtg	fashionknowitall	967	Entertainment	122	20491	4.75	20	15
_Vfr0iaEqfc	pinniee	725	People & Blogs	169	8896	4.89	9	8
4Ok9rGzR0Lc	Disegnounleone	899	Entertainment	510	3487	5	10	6
ktCIlr6Q7ZQ	allooui	1072	Entertainment	205	14151	4.73	15	19
dHneUm9KHBY	Arki5000	1050	Entertainment	592	4590	4.44	9	9
uldKeS26bPA	FashionTV	876	Entertainment	84	128076	3.97	59	74
UNWe1yAxRCo	LuxeReportTV	837	Entertainment	157	742	0	0	0
CBVSeHU3Zck	fashiongirl22	855	Entertainment	368	3094	5	6	10
V-glq2On4qM	michelepierro	977	Entertainment	598	4081	4.69	13	12
iPG9k7CIOjE	MightyQueen2500	1207	Music	191	798	5	5	2
S8ENPA6F1Hg	BritneyVideoVault	1145	Music	208	661115	4.75	1316	533
IiEaCDqlVH8	AmericanOriginals	1237	Entertainment	133	343	5	6	3
BlSBZY26ZC8	MonroeNumber1Fan	1234	Entertainment	187	184	5	3	4
c6XehbAJ_wY	katemichaels1	1233	Music	220	96	0	0	0
1wwRqRA1lGM	AmericanOriginals	1232	Music	125	1584	5	8	2
2CX1AypTFRY	AmericanOriginals	1190	Music	225	691	5	7	6
1vJ_bFSb7bE	myonlinepromotions	1104	Entertainment	60	12331	4.1	10	10
ztSm0e8eXns	marilynlookalikeuk	1167	Entertainment	109	173	5	1	0
mnrTePuSItg	DEATHINKING	1201	Entertainment	227	229	5	1	3
AemZ54wBUyI	born2bjillmarie	1236	Entertainment	82	113	0	0	1
EW-FTBF9W_A	Buuckles	932	Entertainment	265	5643	2.94	17	9
b0KWpciEzMY	sublet17	1240	Music	153	940	3.12	8	0
9RipjmEzlh0	CakeAndS0d0my	1237	Music	225	331	5	2	2
QR35KPVLlkk	TheQueenMadonna	1237	Music	254	322	4	8	17
_cVW3nVYN2o	MadonnaRemix	1235	Music	256	301	5	4	3
NziZSJMCavo	mad4madonna2	1225	Music	305	112	5	1	1
CA5DCT3yYDA	mafia2production	1234	Entertainment	147	630	5	5	0
IPHtLndUd-0	jmannow987	1229	Music	76	14	0	0	0
GVfANL6HjRg	ANTHONYRW619	877	Music	438	2683	4.86	7	3
ZsgAD5lvQPY	MyMadonna3342	1233	Music	196	88	4.75	8	6
xYd4zW_jQx0	brendend	1232	Music	143	63	0	0	0
zJMlyWkZCXw	organistedejazz	1249	Music	185	89	5	4	0
#NAME?	Ray4PA	1237	Music	306	91	4.5	2	0
rCdQy7Z7Tr8	shubarie55	1224	Music	243	1551	4	1	1
wUZHrr--M9s	mrchiki23	1231	Autos & Vehicles	288	1036	5	2	9
O7QvAHVVmS0	mollyadel	1031	Entertainment	229	592	5	1	0
uXRgTk5OUWE	omguk23	921	Entertainment	425	487	0	0	1
J06hKpZMT4g	apitar	898	Music	330	3619	5	2	4
fOa9KLmfNps	itslikethis520	457	Sports	187	6658	2.93	14	6
JNxDVZUOxgQ	apitar	1109	Music	313	1031	3.67	3	1
V0rVG6qPvWA	apitar	1068	Music	344	409	0	0	0
32F0huUuYUo	KulturaPhilippine	746	Entertainment	190	14428	4.95	22	24
44l92hPT4XM	dirtyangel0807	903	Entertainment	126	765	5	1	2
kLqrVfuyRXk	apitar	969	Music	430	424	0	0	0
VA1jGsTjYPU	apitar	896	Music	200	363	0	0	0
LWiSSX0K0_Q	apitar	898	Music	383	11955	4.5	8	16
uGD7u_2pPNA	namecromwell	937	Entertainment	503	468	0	0	0
ohiHaBAOrQs	xoalidaxo	998	Entertainment	162	598	0	0	1
G5d8Hen0h6Y	apitar	898	Music	346	1940	3	2	3
GaVMrHVvHxY	jeshty001	1056	Music	428	1516	0	0	3
NzHl9PwwIPg	apitar	898	Music	368	28104	4.18	17	30
J-ahk_hJZOo	iloveyoucrush	783	Music	255	610	4.67	3	6
Jn9pCTOoZ-0	ferrero8	1099	Entertainment	493	2142	5	5	6
HX9VtXKGaSo	bbtwinz062607	905	People & Blogs	44	284	0	0	0
buVvF-czLYM	godscrew15	1079	Entertainment	297	930	5	1	2
DnOhGGQSrqE	chrisalyn24	1032	People & Blogs	83	163	0	0	1
wqpz_x82R2A	frozenfire024	1072	Travel & Events	239	722	0	0	4
wshT-f2Ewg4	chinellas	1079	Sports	147	497	0	0	1
WtYOoEgObOA	algiejerome	937	Entertainment	21	291	0	0	0
zPyVNEy2o7E	dartvhin21	586	Entertainment	101	459	0	0	1
FmqaTvZet7Y	burdenlife0905	771	Comedy	106	213	0	0	1
fbgFSfaR7Wk	rivesae	1032	Sports	8	106	0	0	0
wEfHvM7VdXU	frozenfire024	1072	Travel & Events	240	1538	0	0	1
GRwlG-ck5Ik	hankoh15	1080	Comedy	363	550	0	0	4
ej77SynbBPw	frozenfire024	1076	Travel & Events	239	441	0	0	1
itnZBV7OHQU	jheallaine	923	Music	25	10685	5	5	34
qHdo9zXYa10	CaaCrewSkater	920	Sports	99	182	1	1	1
GiO5_lUA1QM	raulnarciso	526	Music	188	4521	4.73	15	0
pJHTJhsJmvE	CVSC666	922	Music	67	515	0	0	0
guAadB7CT5E	akosizarah	631	Music	127	4476	5	7	8
SAdaBjayzvA	combathero	865	Music	116	1732	5	4	8
GTDL6YxDKD0	luigisantosss	674	Music	144	11483	4.33	15	25
CCU1s6ub80k	bertobert	927	Music	287	1856	5	5	8
L4vw2kga5sk	japuy09	1046	Music	199	7077	4.11	9	31
1L8aYEQ3yiY	eMzEisHt	972	Music	220	7982	3.5	6	19
wiciaWpeZeY	combathero	864	Music	240	1659	4	3	4
t0PhmlSk1QY	algiejerome	943	Comedy	17	108	0	0	0
UksI3zNEsVs	daredevilmark	876	Entertainment	162	133	0	0	0
#NAME?	zkinjay02	731	Sports	205	214	0	0	2
BjoehihvUrY	apitar	1035	Music	337	307	3	2	8
WpowCOpipW8	algiejerome	1016	Comedy	32	106	0	0	0
GiC2gAYzkoo	rheinne132	1053	Music	145	766	4	1	3
9KSBkf5EB0A	chrisalyn24	867	People & Blogs	548	278	0	0	0
tAhLh3kpGdQ	ztyn07	1087	Education	135	302	0	0	0
L6K-156rhZ0	anniegraces	739	People & Blogs	38	513	4	1	2
TzXG3TcO6WE	bisentedotdose	1123	Education	278	196	5	1	4
mGzYtxGtYu4	22madara	902	Music	506	30915	4.47	30	21
GwXCh4NdEK8	sjt1989	1083	Music	147	6609	4.64	22	14
hibxA5JZRt0	vanillaxox21	1070	Entertainment	132	19293	4.7	27	18
KMRn2JcSrtg	Grooveykitty	1196	Entertainment	181	18036	4.86	81	41
ukmzGiDT53I	puchcross	1154	Music	235	1228	5	2	0
A80tqOkwgAI	mattyl2008	1148	Music	233	1348	5	5	2
sMXkb8sTuc4	nygiants12889	1085	Music	448	3126	5	3	10
EO8mUwhGpCQ	sk8rgirl48	1050	Music	219	26297	4.98	54	81
seWAseqVDLw	roXXstarSS	1233	Music	223	1557	5	5	2
RcKp43ZJRgA	manutd1	1117	Music	230	3447	5	3	0
y4PEvNim6b8	newchevy1	979	Music	134	2685	5	8	4
gEJt_C-lAfA	chriscommissomusic	972	Music	141	23778	4.8	201	384
ZKIHdehW_fc	TVC388	982	Music	319	23809	4.84	82	73
f6QsaMakOnE	natashafanbr	1011	Music	225	4160	4.71	17	3
UaLeyCbf4WM	xvietxricexguyx	1000	Music	64	3738	4	7	4
ID_MgHLn588	juhli27	1132	Music	216	5149	4.94	17	5
mehjPX6O-tA	bettyboopuser	980	Music	51	6734	5	10	5
EZDrjAcDr_g	natashafanbr	1018	Music	251	6347	4.77	26	11
25hp9VyF9BY	fuel78	980	Entertainment	414	1443	4.91	11	3
9GI6uiBtjbo	austinds	634	Entertainment	263	9263	4.76	37	22
Kt7YmqeYMTI	leannachapmanmusic	1233	Music	174	1079	4.2	15	25
tARyQPx8hu4	TiffanyAlvord	1247	Music	204	6941	4.74	368	367
9DzvFdD3PCs	Bffls2007	1248	Music	145	1299	4.8	30	34
RaX0IcT_2sw	melissa2melissa2	1250	Music	398	792	5	3	2
5ABlLvteK1Q	atticusdonnie	1248	Music	224	83	0	0	0
5RCpBZxxuP4	jordanpruitt	1233	Music	22	21827	4.92	172	245
iX5FMLewSd8	theucsdbeat	1212	Music	186	159	3.33	6	1
5zuiHfAZ0yY	leannachapmanmusic	1233	Music	155	423	5	1	9
0WaydFF1oAc	LindseyT15	1104	Music	253	17952	4.89	89	81
P4xEpzE7kxo	aditya1583	1208	Entertainment	220	368	5	3	5
ULhuPHeB0_Q	mhEi777	1235	Music	231	296	4.67	3	7
eZ65oiVvmig	MarvelousMiranda	1234	Music	169	42	0	0	0
Weml5stfNY4	WOWPepisodes	1250	Entertainment	63	1748	4.12	8	14
-4xb3D3xp2o	funniebunniecpfreak	1055	Comedy	282	7184	3.56	9	14
LLF96rde1-Q	soccerluver222	1242	Entertainment	345	82	5	1	4
ESMLzNLJeAw	Ffeifanc	1026	Film & Animation	31	501	3	2	5
k-Q6sba1OvI	natxhypy	1193	Comedy	102	71	0	0	0
o_plGqVx1Kk	XoXocutie9	1246	Entertainment	38	85	5	1	6
S72yvjbcjDE	Jvader15	1163	People & Blogs	412	346	5	2	2
DReXYJXfwbg	Ffeifanc	1011	People & Blogs	70	15756	4.63	19	15
SqpHnNApeQU	ElleExplains	1230	People & Blogs	108	98	4.67	3	3
2w9MRpRmRnw	luckylilacrascal	1209	Music	196	61	5	3	3
mEcJ01sWIZE	faffleforums	1127	Education	75	28	0	0	1
QTD22s1iroM	Sk8rboi211	1211	Sports	29	515	1	1	4
n4t0m0INi0s	TheGnomeLocker	1210	Comedy	378	925	4.58	19	15
9wvU2aiYmsY	TheGnomeLocker	1214	Comedy	196	908	4.45	20	13
WmszFw41OiU	bgeorgeus	1074	Comedy	520	4984	4.81	31	16
v663ix_DyNo	lockergnome	1249	Science & Technology	475	2544	4.72	32	38
q3hDlLiFFR0	lockergnome	841	Howto & Style	230	6419	4.32	19	8
dWwEtna6bzY	vbognot626	915	Film & Animation	126	2036	4.31	26	21
CciuBfaGi3s	Cjaiceman	1079	Entertainment	297	1031	4.22	9	0
ayX84bHbio4	DarkBahamut162	1100	Entertainment	185	1824	4.53	17	24
4F8MJnm1DzI	TheGnomeLocker	1200	Comedy	106	2182	4.69	26	31
fFqyBPLpYi4	Stepmaniac1988	1161	Entertainment	244	87	0	0	1
akorAVNGNSY	imadeanonioncry	1205	Science & Technology	39	1093	1	2	15
dRFiY5l4NII	Bowler4Ever	1029	People & Blogs	482	1181	4.85	13	8
-7NuB0erSEc	dascookieman	609	Entertainment	121	6709	4.17	6	8
yZ6NvXH1XUs	TheGnomeLocker	1049	Entertainment	32	447	3	2	2
S2TZWaoRINo	Profemin	1234	Entertainment	178	481	4.77	13	12
FkVf15MYz3Q	jeyyounit11	1004	Comedy	48	3058	4.88	24	64
3BHqEwS8e6w	KatieFreiling	1165	Howto & Style	382	277	5	5	5
drzAWJAG2uI	EMBoC	824	People & Blogs	320	1454	5	5	7
wI_C1O25uRI	maximumlifespeed	1088	Science & Technology	257	1341	4	1	3
PSNzI0hkijQ	SimplyBusiness27	1083	Education	302	704	5	3	2
Kx6TBkAr8gc	MoneyMagnet787	1149	Howto & Style	498	154	4.5	2	0
JNmXw_28x2g	TheBereanCall	1031	News & Politics	589	307	5	4	0
hZWQB2sqsOQ	BMI2007	1076	Education	142	334	5	2	1
9YsuCXqeNtY	TheUniverseWithinUs	1073	Entertainment	598	4064	5	6	5
5n61YrSDAUI	packrat28401	876	People & Blogs	594	4363	4.67	12	16
je9wfdfI16o	jackcanfieldvids	1164	Howto & Style	39	426	4	2	0
