CaseID,weight,tm_start,tm_finish,duration,age_category,education_level,gender,income_level,marital_status,region,is_parent,state,i_develop_strong_emotions_toward_people_i_can_rely_on_num,i_develop_strong_emotions_toward_people_i_can_rely_on,parents_should_empower_children_as_much_as_possible_so_that_they_may_follow_their_dreams_num,parents_should_empower_children_as_much_as_possible_so_that_they_may_follow_their_dreams,moral_standards_should_be_seen_as_individualistic_what_one_person_considers_to_be_moral_may_be_judged_as_immoral_by_another_person_num,moral_standards_should_be_seen_as_individualistic_what_one_person_considers_to_be_moral_may_be_judged_as_immoral_by_another_person
1240,0.41,3/16/2012,3/17/2012,66.0,55-64,High school,Female,"$25,000 to $29,999",Married,South Atlantic,No,SC,6.0,Agree,6.0,Agree,4.0,Neither agree nor disagree
1241,1.24,3/16/2012,3/17/2012,114.0,25-34,High school,Male,"$25,000 to $29,999",Married,East-South Central,Yes,KY,7.0,Strongly agree,4.0,Neither agree nor disagree,1.0,Strongly agree
1243,1.26,3/16/2012,3/21/2012,6565.0,35-44,High school,Male,"$50,000 to $59,999",Never married,Mid-Atlantic,No,NY,3.0,Somewhat disagree,6.0,Agree,3.0,Somewhat agree
1245,2.06,3/17/2012,3/17/2012,25.0,55-64,High school,Female,"$25,000 to $29,999",Widowed,Mid-Atlantic,No,NY,4.0,Neither agree nor disagree,7.0,Strongly agree,3.0,Somewhat agree
1246,0.37,3/17/2012,3/17/2012,51.0,75+,Bachelor's degree or higher,Male,"$40,000 to $49,999",Married,Mid-Atlantic,No,NJ,5.0,Somewhat agree,5.0,Somewhat agree,3.0,Somewhat agree
1247,0.56,3/17/2012,3/17/2012,27.0,55-64,Bachelor's degree or higher,Female,"$75,000 to $84,999",Married,East-North Central,No,IL,5.0,Somewhat agree,3.0,Somewhat disagree,5.0,Somewhat disagree
1248,0.67,3/17/2012,3/17/2012,48.0,55-64,Some college,Female,"$20,000 to $24,999",Divorced,South Atlantic,No,FL,4.0,Neither agree nor disagree,5.0,Somewhat agree,3.0,Somewhat agree
1249,0.6,3/17/2012,3/17/2012,30.0,65-74,High school,Female,"$10,000 to $12,499",Married,West-North Central,No,MN,6.0,Agree,5.0,Somewhat agree,2.0,Agree
1250,0.78,3/17/2012,3/17/2012,68.0,55-64,High school,Male,"$60,000 to $74,999",Married,South Atlantic,No,GA,5.0,Somewhat agree,6.0,Agree,3.0,Somewhat agree
1251,0.72,3/17/2012,3/17/2012,38.0,35-44,High school,Male,"$7,500 to $9,999",Never married,Pacific,No,WA,5.0,Somewhat agree,3.0,Somewhat disagree,3.0,Somewhat agree
1252,0.94,3/17/2012,3/17/2012,63.0,65-74,Some college,Female,"$50,000 to $59,999",Married,South Atlantic,No,FL,4.0,Neither agree nor disagree,7.0,Strongly agree,3.0,Somewhat agree
1253,0.54,3/17/2012,3/17/2012,84.0,65-74,Some college,Female,"$60,000 to $74,999",Married,West-South Central,No,OK,7.0,Strongly agree,6.0,Agree,6.0,Disagree
1254,1.55,3/17/2012,3/17/2012,24.0,18-24,High school,Male,"$40,000 to $49,999",Never married,East-South Central,No,KY,6.0,Agree,6.0,Agree,3.0,Somewhat agree
1255,0.41,3/17/2012,3/17/2012,41.0,65-74,High school,Male,"$40,000 to $49,999",Divorced,East-South Central,No,TN,6.0,Agree,2.0,Disagree,1.0,Strongly agree
1256,0.73,3/17/2012,3/17/2012,39.0,35-44,Some college,Male,"$5,000 to $7,499",Married,South Atlantic,Yes,GA,4.0,Neither agree nor disagree,1.0,Strongly disagree,1.0,Strongly agree
1257,1.72,3/17/2012,3/17/2012,22.0,25-34,Some college,Female,"$40,000 to $49,999",Married,South Atlantic,Yes,GA,1.0,Strongly disagree,4.0,Neither agree nor disagree,1.0,Strongly agree
1258,0.31,3/17/2012,3/17/2012,33.0,45-54,Bachelor's degree or higher,Male,"$40,000 to $49,999",Never married,Pacific,No,CA,5.0,Somewhat agree,5.0,Somewhat agree,2.0,Agree
1259,0.33,3/17/2012,3/17/2012,55.0,75+,Bachelor's degree or higher,Female,"$35,000 to $39,999",Divorced,Pacific,No,CA,5.0,Somewhat agree,6.0,Agree,3.0,Somewhat agree
1260,0.38,3/17/2012,3/17/2012,55.0,65-74,Some college,Female,"$75,000 to $84,999",Married,Mid-Atlantic,No,PA,6.0,Agree,7.0,Strongly agree,3.0,Somewhat agree
1261,3.44,3/17/2012,3/17/2012,14.0,25-34,Some college,Male,"$40,000 to $49,999",Never married,South Atlantic,No,FL,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree
1262,0.63,3/17/2012,3/17/2012,61.0,55-64,Bachelor's degree or higher,Female,"$75,000 to $84,999",Married,South Atlantic,No,FL,6.0,Agree,-1.0,Refused,3.0,Somewhat agree
1263,0.58,3/17/2012,3/17/2012,80.0,45-54,High school,Male,"$60,000 to $74,999",Married,Pacific,No,CA,5.0,Somewhat agree,6.0,Agree,2.0,Agree
1264,0.29,3/17/2012,3/17/2012,38.0,45-54,Bachelor's degree or higher,Male,"$30,000 to $34,999",Married,East-South Central,Yes,TN,7.0,Strongly agree,6.0,Agree,4.0,Neither agree nor disagree
1265,0.47,3/17/2012,3/17/2012,126.0,45-54,Less than high school,Female,"$50,000 to $59,999",Married,Pacific,Yes,CA,6.0,Agree,5.0,Somewhat agree,2.0,Agree
1266,0.21,3/17/2012,3/17/2012,61.0,55-64,Bachelor's degree or higher,Female,"$85,000 to $99,999",Married,West-North Central,No,KS,5.0,Somewhat agree,5.0,Somewhat agree,5.0,Somewhat disagree
1267,1.29,3/17/2012,3/17/2012,39.0,45-54,High school,Male,"$15,000 to $19,999",Married,Pacific,No,CA,4.0,Neither agree nor disagree,5.0,Somewhat agree,4.0,Neither agree nor disagree
1268,0.6,3/17/2012,3/17/2012,22.0,18-24,Some college,Male,"$100,000 to $124,999",Never married,Mountain,No,CO,5.0,Somewhat agree,5.0,Somewhat agree,5.0,Somewhat disagree
1269,0.6,3/17/2012,3/17/2012,19.0,25-34,High school,Female,"$7,500 to $9,999",Married,Pacific,Yes,WA,-1.0,Refused,-1.0,Refused,-1.0,Refused
1271,2.47,3/17/2012,3/17/2012,26.0,18-24,High school,Female,"$85,000 to $99,999",Married,Mountain,No,CO,6.0,Agree,5.0,Somewhat agree,4.0,Neither agree nor disagree
1272,1.29,3/17/2012,3/17/2012,32.0,18-24,Less than high school,Male,"$150,000 to $174,999",Never married,Mountain,No,CO,6.0,Agree,6.0,Agree,5.0,Somewhat disagree
1274,0.61,3/17/2012,3/17/2012,161.0,55-64,High school,Male,"$15,000 to $19,999",Married,Mountain,No,NV,7.0,Strongly agree,7.0,Strongly agree,1.0,Strongly agree
1275,0.55,3/17/2012,3/18/2012,1244.0,55-64,Bachelor's degree or higher,Female,"$60,000 to $74,999",Divorced,Mountain,No,CO,6.0,Agree,6.0,Agree,5.0,Somewhat disagree
1276,1.79,3/17/2012,3/17/2012,24.0,55-64,Less than high school,Female,"$40,000 to $49,999",Married,East-North Central,No,WI,4.0,Neither agree nor disagree,1.0,Strongly disagree,4.0,Neither agree nor disagree
1277,0.63,3/17/2012,3/17/2012,558.0,55-64,Bachelor's degree or higher,Female,"$35,000 to $39,999",Married,Pacific,No,CA,5.0,Somewhat agree,7.0,Strongly agree,2.0,Agree
1278,0.86,3/17/2012,3/17/2012,26.0,35-44,Bachelor's degree or higher,Male,"$40,000 to $49,999",Married,Pacific,Yes,CA,7.0,Strongly agree,7.0,Strongly agree,4.0,Neither agree nor disagree
1279,0.6,3/17/2012,3/17/2012,411.0,18-24,Some college,Male,"$100,000 to $124,999",Never married,Pacific,No,WA,3.0,Somewhat disagree,5.0,Somewhat agree,5.0,Somewhat disagree
1280,0.41,3/17/2012,3/17/2012,77.0,45-54,Some college,Male,"$60,000 to $74,999",Married,East-North Central,No,OH,6.0,Agree,6.0,Agree,6.0,Disagree
1281,0.41,3/17/2012,3/17/2012,71.0,65-74,Bachelor's degree or higher,Female,"$60,000 to $74,999",Married,Mid-Atlantic,No,NJ,7.0,Strongly agree,6.0,Agree,2.0,Agree
1282,1.38,3/17/2012,3/17/2012,50.0,65-74,High school,Female,"$30,000 to $34,999",Married,East-North Central,No,WI,5.0,Somewhat agree,4.0,Neither agree nor disagree,3.0,Somewhat agree
1283,0.75,3/17/2012,3/17/2012,25.0,55-64,High school,Male,"$85,000 to $99,999",Married,New England,No,MA,5.0,Somewhat agree,4.0,Neither agree nor disagree,3.0,Somewhat agree
1284,1.09,3/17/2012,3/17/2012,30.0,45-54,Some college,Male,"$85,000 to $99,999",Married,East-North Central,Yes,IL,6.0,Agree,6.0,Agree,2.0,Agree
1286,0.41,3/17/2012,3/17/2012,53.0,35-44,Bachelor's degree or higher,Male,"$150,000 to $174,999",Married,Mid-Atlantic,Yes,PA,6.0,Agree,6.0,Agree,2.0,Agree
1287,1.85,3/17/2012,3/17/2012,58.0,55-64,High school,Female,"$10,000 to $12,499",Married,East-South Central,No,KY,6.0,Agree,-1.0,Refused,-1.0,Refused
1288,1.64,3/17/2012,3/17/2012,22.0,18-24,Less than high school,Male,"$40,000 to $49,999",Never married,West-North Central,No,MN,4.0,Neither agree nor disagree,2.0,Disagree,4.0,Neither agree nor disagree
1289,0.95,3/17/2012,3/17/2012,79.0,65-74,Bachelor's degree or higher,Female,"$30,000 to $34,999",Married,West-South Central,No,LA,5.0,Somewhat agree,6.0,Agree,6.0,Disagree
1290,0.17,3/17/2012,3/17/2012,33.0,45-54,Bachelor's degree or higher,Male,"$150,000 to $174,999",Married,East-South Central,Yes,AL,7.0,Strongly agree,6.0,Agree,5.0,Somewhat disagree
1291,0.27,3/17/2012,3/17/2012,21.0,45-54,Bachelor's degree or higher,Female,">=$175,000",Married,West-North Central,No,MN,5.0,Somewhat agree,5.0,Somewhat agree,2.0,Agree
1292,0.91,3/17/2012,3/17/2012,48.0,55-64,Bachelor's degree or higher,Female,">=$175,000",Married,Mid-Atlantic,No,NJ,6.0,Agree,7.0,Strongly agree,7.0,Strongly disagree
1294,0.7,3/17/2012,3/17/2012,37.0,18-24,High school,Female,"$85,000 to $99,999",Never married,Mid-Atlantic,No,NY,5.0,Somewhat agree,4.0,Neither agree nor disagree,2.0,Agree
1295,0.39,3/17/2012,3/17/2012,25.0,55-64,High school,Female,"$85,000 to $99,999",Married,West-South Central,No,TX,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree,3.0,Somewhat agree
1296,1.12,3/17/2012,3/17/2012,20.0,55-64,Bachelor's degree or higher,Male,"$35,000 to $39,999",Married,South Atlantic,No,SC,-1.0,Refused,4.0,Neither agree nor disagree,3.0,Somewhat agree
1297,0.79,3/17/2012,3/18/2012,380.0,45-54,High school,Female,"$10,000 to $12,499",Divorced,Mid-Atlantic,No,PA,6.0,Agree,6.0,Agree,6.0,Disagree
1298,0.47,3/17/2012,3/17/2012,22.0,55-64,Bachelor's degree or higher,Female,"$60,000 to $74,999",Married,South Atlantic,No,SC,6.0,Agree,6.0,Agree,3.0,Somewhat agree
1300,0.61,3/17/2012,3/17/2012,20.0,35-44,High school,Male,"$75,000 to $84,999",Living with partner,East-North Central,No,WI,5.0,Somewhat agree,3.0,Somewhat disagree,3.0,Somewhat agree
1302,1.79,3/17/2012,3/17/2012,24.0,45-54,High school,Male,"$50,000 to $59,999",Married,South Atlantic,No,FL,6.0,Agree,7.0,Strongly agree,3.0,Somewhat agree
1303,0.14,3/17/2012,3/17/2012,20.0,18-24,Some college,Female,"$15,000 to $19,999",Never married,Mountain,Yes,AZ,6.0,Agree,6.0,Agree,2.0,Agree
1304,2.19,3/17/2012,3/17/2012,28.0,25-34,Some college,Male,"$85,000 to $99,999",Married,Mountain,Yes,AZ,4.0,Neither agree nor disagree,6.0,Agree,4.0,Neither agree nor disagree
1305,0.2,3/17/2012,3/17/2012,43.0,65-74,High school,Female,"$40,000 to $49,999",Married,East-North Central,No,IL,5.0,Somewhat agree,5.0,Somewhat agree,3.0,Somewhat agree
1306,0.14,3/17/2012,3/17/2012,39.0,35-44,Bachelor's degree or higher,Male,"$35,000 to $39,999",Married,Pacific,Yes,CA,4.0,Neither agree nor disagree,6.0,Agree,6.0,Disagree
1307,0.77,3/17/2012,3/17/2012,40.0,25-34,Some college,Male,"$30,000 to $34,999",Never married,South Atlantic,No,FL,-1.0,Refused,4.0,Neither agree nor disagree,1.0,Strongly agree
1309,0.59,3/17/2012,3/17/2012,30.0,35-44,Some college,Female,"$60,000 to $74,999",Married,East-North Central,Yes,WI,6.0,Agree,5.0,Somewhat agree,5.0,Somewhat disagree
1310,0.47,3/17/2012,3/17/2012,30.0,45-54,High school,Male,"$125,000 to $149,999",Married,Pacific,Yes,CA,6.0,Agree,7.0,Strongly agree,5.0,Somewhat disagree
1311,0.39,3/17/2012,3/20/2012,4055.0,75+,Bachelor's degree or higher,Male,"$100,000 to $124,999",Married,Pacific,No,CA,5.0,Somewhat agree,4.0,Neither agree nor disagree,3.0,Somewhat agree
1312,0.22,3/17/2012,3/18/2012,1445.0,45-54,Bachelor's degree or higher,Female,"$75,000 to $84,999",Divorced,Pacific,No,CA,6.0,Agree,4.0,Neither agree nor disagree,7.0,Strongly disagree
1313,1.09,3/17/2012,3/18/2012,58.0,55-64,Some college,Female,"$12,500 to $14,999",Married,East-North Central,No,IN,5.0,Somewhat agree,7.0,Strongly agree,7.0,Strongly disagree
1314,1.51,3/17/2012,3/18/2012,38.0,65-74,Some college,Male,"$50,000 to $59,999",Married,Pacific,No,WA,7.0,Strongly agree,7.0,Strongly agree,1.0,Strongly agree
1315,0.52,3/17/2012,3/18/2012,37.0,35-44,High school,Female,"$60,000 to $74,999",Divorced,Mid-Atlantic,Yes,PA,5.0,Somewhat agree,7.0,Strongly agree,1.0,Strongly agree
1316,1.73,3/18/2012,3/23/2012,8205.0,55-64,High school,Male,"$40,000 to $49,999",Divorced,Mid-Atlantic,No,NY,6.0,Agree,6.0,Agree,3.0,Somewhat agree
1318,0.86,3/18/2012,3/18/2012,48.0,65-74,Bachelor's degree or higher,Female,"$30,000 to $34,999",Never married,East-North Central,No,OH,5.0,Somewhat agree,6.0,Agree,3.0,Somewhat agree
1319,0.21,3/18/2012,3/18/2012,38.0,35-44,Bachelor's degree or higher,Male,"$100,000 to $124,999",Married,South Atlantic,Yes,MD,3.0,Somewhat disagree,6.0,Agree,3.0,Somewhat agree
1321,0.69,3/18/2012,3/18/2012,29.0,35-44,Some college,Male,"$75,000 to $84,999",Married,Mid-Atlantic,No,NJ,5.0,Somewhat agree,5.0,Somewhat agree,4.0,Neither agree nor disagree
1324,0.28,3/18/2012,3/18/2012,31.0,65-74,High school,Male,"$12,500 to $14,999",Married,Mid-Atlantic,No,PA,6.0,Agree,-1.0,Refused,4.0,Neither agree nor disagree
1325,0.52,3/18/2012,3/18/2012,35.0,18-24,High school,Female,"$40,000 to $49,999",Never married,South Atlantic,No,FL,6.0,Agree,5.0,Somewhat agree,2.0,Agree
1326,1.28,3/18/2012,3/18/2012,59.0,45-54,Some college,Female,"$12,500 to $14,999",Divorced,East-North Central,No,MI,6.0,Agree,6.0,Agree,6.0,Disagree
1327,3.56,3/18/2012,3/18/2012,39.0,45-54,Some college,Female,"$50,000 to $59,999",Married,Mountain,No,AZ,7.0,Strongly agree,7.0,Strongly agree,3.0,Somewhat agree
1328,0.42,3/18/2012,3/18/2012,87.0,45-54,High school,Female,"$10,000 to $12,499",Divorced,Mountain,No,AZ,6.0,Agree,6.0,Agree,3.0,Somewhat agree
1329,0.29,3/18/2012,3/18/2012,117.0,55-64,Bachelor's degree or higher,Female,"$15,000 to $19,999",Never married,Mid-Atlantic,No,NY,7.0,Strongly agree,7.0,Strongly agree,1.0,Strongly agree
1330,0.55,3/18/2012,3/18/2012,21.0,45-54,Bachelor's degree or higher,Male,"$75,000 to $84,999",Married,West-North Central,Yes,KS,6.0,Agree,7.0,Strongly agree,1.0,Strongly agree
1331,0.62,3/18/2012,3/18/2012,51.0,35-44,Less than high school,Male,"$60,000 to $74,999",Married,Mountain,Yes,ID,5.0,Somewhat agree,6.0,Agree,1.0,Strongly agree
1332,0.83,3/18/2012,3/18/2012,16.0,45-54,High school,Male,"$40,000 to $49,999",Never married,South Atlantic,No,GA,4.0,Neither agree nor disagree,5.0,Somewhat agree,4.0,Neither agree nor disagree
1333,1.71,3/18/2012,3/18/2012,30.0,35-44,Bachelor's degree or higher,Male,"$125,000 to $149,999",Divorced,Pacific,No,CA,7.0,Strongly agree,6.0,Agree,2.0,Agree
1334,0.83,3/18/2012,3/20/2012,3089.0,45-54,Less than high school,Male,"$40,000 to $49,999",Married,East-North Central,No,IL,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree
1335,0.62,3/18/2012,3/18/2012,105.0,55-64,Some college,Female,"$25,000 to $29,999",Married,Mountain,No,ID,7.0,Strongly agree,7.0,Strongly agree,6.0,Disagree
1336,0.39,3/18/2012,3/18/2012,35.0,35-44,Some college,Male,"$20,000 to $24,999",Married,East-North Central,Yes,MI,7.0,Strongly agree,7.0,Strongly agree,2.0,Agree
1337,0.57,3/18/2012,3/18/2012,34.0,35-44,High school,Male,"$5,000 to $7,499",Living with partner,South Atlantic,No,DE,6.0,Agree,6.0,Agree,1.0,Strongly agree
1338,0.79,3/18/2012,3/18/2012,32.0,45-54,High school,Male,"$125,000 to $149,999",Living with partner,Mid-Atlantic,No,PA,5.0,Somewhat agree,5.0,Somewhat agree,3.0,Somewhat agree
1339,0.85,3/18/2012,3/18/2012,41.0,55-64,Some college,Male,"$60,000 to $74,999",Divorced,South Atlantic,No,VA,7.0,Strongly agree,7.0,Strongly agree,2.0,Agree
1340,1.24,3/18/2012,3/18/2012,59.0,55-64,High school,Male,"$40,000 to $49,999",Divorced,South Atlantic,No,MD,4.0,Neither agree nor disagree,7.0,Strongly agree,2.0,Agree
1341,3.56,3/18/2012,3/18/2012,84.0,18-24,Less than high school,Male,"<$5,000",Never married,South Atlantic,No,FL,7.0,Strongly agree,7.0,Strongly agree,1.0,Strongly agree
1342,2.62,3/18/2012,3/18/2012,40.0,18-24,Less than high school,Female,"$75,000 to $84,999",Never married,West-North Central,No,ND,7.0,Strongly agree,6.0,Agree,2.0,Agree
1343,1.79,3/18/2012,3/18/2012,55.0,75+,Bachelor's degree or higher,Female,"$50,000 to $59,999",Divorced,West-South Central,No,OK,6.0,Agree,7.0,Strongly agree,2.0,Agree
1344,1.41,3/18/2012,3/22/2012,5586.0,45-54,High school,Female,"$30,000 to $34,999",Married,Mid-Atlantic,No,NY,5.0,Somewhat agree,7.0,Strongly agree,5.0,Somewhat disagree
1345,0.91,3/18/2012,3/18/2012,40.0,55-64,High school,Female,"$35,000 to $39,999",Married,West-South Central,No,TX,6.0,Agree,5.0,Somewhat agree,3.0,Somewhat agree
1346,0.76,3/18/2012,3/18/2012,44.0,75+,High school,Male,"$75,000 to $84,999",Married,East-South Central,No,TN,6.0,Agree,5.0,Somewhat agree,6.0,Disagree
1347,0.73,3/18/2012,3/18/2012,79.0,55-64,Some college,Female,"$50,000 to $59,999",Widowed,East-North Central,No,OH,5.0,Somewhat agree,6.0,Agree,6.0,Disagree
1348,0.34,3/18/2012,3/18/2012,74.0,55-64,High school,Male,"$60,000 to $74,999",Married,West-South Central,No,TX,4.0,Neither agree nor disagree,6.0,Agree,1.0,Strongly agree
1349,0.35,3/18/2012,3/18/2012,19.0,25-34,Some college,Female,"$10,000 to $12,499",Married,Mid-Atlantic,Yes,NY,6.0,Agree,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree
1350,1.11,3/18/2012,3/18/2012,8.0,18-24,Some college,Female,"$85,000 to $99,999",Separated,Mid-Atlantic,No,NY,4.0,Neither agree nor disagree,5.0,Somewhat agree,3.0,Somewhat agree
1351,1.24,3/18/2012,3/18/2012,60.0,55-64,High school,Female,"$30,000 to $34,999",Married,East-South Central,No,TN,7.0,Strongly agree,7.0,Strongly agree,2.0,Agree
1352,2.27,3/18/2012,3/18/2012,22.0,65-74,Less than high school,Male,"$60,000 to $74,999",Married,South Atlantic,No,FL,4.0,Neither agree nor disagree,5.0,Somewhat agree,4.0,Neither agree nor disagree
1353,0.3,3/18/2012,3/18/2012,31.0,55-64,Bachelor's degree or higher,Female,"$125,000 to $149,999",Never married,South Atlantic,No,DC,3.0,Somewhat disagree,6.0,Agree,3.0,Somewhat agree
1354,0.43,3/18/2012,3/18/2012,37.0,65-74,High school,Female,"$40,000 to $49,999",Married,East-South Central,No,TN,6.0,Agree,6.0,Agree,6.0,Disagree
1355,1.35,3/18/2012,3/18/2012,24.0,45-54,Bachelor's degree or higher,Female,"$85,000 to $99,999",Never married,New England,No,NH,6.0,Agree,5.0,Somewhat agree,6.0,Disagree
1356,1.27,3/18/2012,3/18/2012,30.0,55-64,High school,Female,"$60,000 to $74,999",Married,Mid-Atlantic,No,PA,4.0,Neither agree nor disagree,2.0,Disagree,6.0,Disagree
1357,0.77,3/18/2012,3/18/2012,41.0,18-24,Some college,Male,">=$175,000",Never married,Mid-Atlantic,No,NY,6.0,Agree,6.0,Agree,2.0,Agree
1358,0.83,3/18/2012,3/18/2012,21.0,25-34,Bachelor's degree or higher,Male,"$150,000 to $174,999",Never married,Pacific,No,CA,5.0,Somewhat agree,7.0,Strongly agree,2.0,Agree
1359,0.75,3/18/2012,3/18/2012,56.0,65-74,Bachelor's degree or higher,Female,"$100,000 to $124,999",Married,Pacific,No,CA,5.0,Somewhat agree,6.0,Agree,2.0,Agree
1360,1.63,3/18/2012,3/18/2012,64.0,45-54,Some college,Male,"$10,000 to $12,499",Never married,Pacific,No,WA,4.0,Neither agree nor disagree,5.0,Somewhat agree,4.0,Neither agree nor disagree
1361,1.29,3/18/2012,3/18/2012,107.0,55-64,High school,Male,"<$5,000",Divorced,East-North Central,No,MI,5.0,Somewhat agree,2.0,Disagree,1.0,Strongly agree
1362,1.34,3/18/2012,3/18/2012,75.0,45-54,Some college,Female,"$40,000 to $49,999",Married,West-South Central,No,TX,6.0,Agree,7.0,Strongly agree,6.0,Disagree
1363,0.74,3/18/2012,3/19/2012,531.0,35-44,Bachelor's degree or higher,Male,"$150,000 to $174,999",Married,Pacific,No,OR,6.0,Agree,6.0,Agree,3.0,Somewhat agree
1365,2.14,3/18/2012,3/19/2012,60.0,65-74,Less than high school,Male,"$40,000 to $49,999",Married,Mid-Atlantic,No,NY,5.0,Somewhat agree,7.0,Strongly agree,3.0,Somewhat agree
1366,0.52,3/18/2012,3/19/2012,75.0,35-44,Some college,Male,"$20,000 to $24,999",Never married,Pacific,No,CA,4.0,Neither agree nor disagree,7.0,Strongly agree,3.0,Somewhat agree
1367,0.32,3/18/2012,3/19/2012,26.0,35-44,High school,Female,"$20,000 to $24,999",Married,East-North Central,Yes,IN,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree,3.0,Somewhat agree
1368,0.81,3/18/2012,3/19/2012,18.0,35-44,Bachelor's degree or higher,Female,"$75,000 to $84,999",Married,South Atlantic,Yes,VA,5.0,Somewhat agree,5.0,Somewhat agree,5.0,Somewhat disagree
1370,0.48,3/19/2012,3/19/2012,621.0,35-44,Bachelor's degree or higher,Female,"$85,000 to $99,999",Married,New England,Yes,NH,6.0,Agree,7.0,Strongly agree,3.0,Somewhat agree
1371,0.72,3/19/2012,3/19/2012,37.0,55-64,High school,Male,"$50,000 to $59,999",Married,Pacific,No,WA,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree,6.0,Disagree
1372,1.04,3/19/2012,3/19/2012,46.0,25-34,High school,Female,"$20,000 to $24,999",Living with partner,West-South Central,Yes,TX,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree
1373,0.7,3/19/2012,3/19/2012,38.0,55-64,Bachelor's degree or higher,Male,"$100,000 to $124,999",Married,East-North Central,No,OH,4.0,Neither agree nor disagree,5.0,Somewhat agree,2.0,Agree
1374,1.13,3/19/2012,3/19/2012,30.0,35-44,High school,Female,"$5,000 to $7,499",Divorced,West-South Central,No,TX,7.0,Strongly agree,6.0,Agree,6.0,Disagree
1375,1.6,3/19/2012,3/19/2012,45.0,55-64,Some college,Male,"$40,000 to $49,999",Divorced,East-North Central,No,OH,4.0,Neither agree nor disagree,6.0,Agree,4.0,Neither agree nor disagree
1376,0.33,3/19/2012,3/19/2012,25.0,65-74,Bachelor's degree or higher,Male,"$125,000 to $149,999",Married,East-North Central,No,IL,7.0,Strongly agree,6.0,Agree,2.0,Agree
1378,0.54,3/19/2012,3/19/2012,57.0,45-54,Some college,Female,"$40,000 to $49,999",Never married,West-North Central,No,MN,6.0,Agree,7.0,Strongly agree,6.0,Disagree
1379,0.83,3/19/2012,3/19/2012,56.0,45-54,High school,Male,"$40,000 to $49,999",Divorced,East-North Central,No,OH,7.0,Strongly agree,-1.0,Refused,6.0,Disagree
1382,1.76,3/19/2012,3/19/2012,34.0,45-54,Less than high school,Male,"<$5,000",Never married,West-South Central,No,OK,6.0,Agree,5.0,Somewhat agree,2.0,Agree
1383,0.19,3/19/2012,3/19/2012,43.0,65-74,High school,Male,"$50,000 to $59,999",Married,Mid-Atlantic,Yes,NY,5.0,Somewhat agree,6.0,Agree,3.0,Somewhat agree
1384,0.28,3/19/2012,3/19/2012,31.0,55-64,Bachelor's degree or higher,Female,"$75,000 to $84,999",Married,Pacific,No,CA,5.0,Somewhat agree,5.0,Somewhat agree,7.0,Strongly disagree
1385,1.91,3/19/2012,3/19/2012,31.0,18-24,Some college,Male,"$125,000 to $149,999",Never married,Mid-Atlantic,No,PA,7.0,Strongly agree,3.0,Somewhat disagree,3.0,Somewhat agree
1386,2.04,3/19/2012,3/21/2012,3085.0,45-54,Less than high school,Male,"$20,000 to $24,999",Divorced,West-South Central,No,TX,7.0,Strongly agree,7.0,Strongly agree,4.0,Neither agree nor disagree
1387,0.14,3/19/2012,3/19/2012,69.0,18-24,High school,Female,"$10,000 to $12,499",Never married,East-South Central,Yes,TN,6.0,Agree,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree
1388,1.69,3/19/2012,3/19/2012,58.0,18-24,High school,Male,"$20,000 to $24,999",Living with partner,East-South Central,Yes,MS,4.0,Neither agree nor disagree,7.0,Strongly agree,4.0,Neither agree nor disagree
1389,0.24,3/19/2012,3/19/2012,27.0,45-54,Less than high school,Female,"$35,000 to $39,999",Married,East-North Central,No,WI,4.0,Neither agree nor disagree,5.0,Somewhat agree,3.0,Somewhat agree
1390,0.63,3/19/2012,3/19/2012,58.0,65-74,Bachelor's degree or higher,Female,"$30,000 to $34,999",Divorced,West-North Central,No,MN,4.0,Neither agree nor disagree,7.0,Strongly agree,1.0,Strongly agree
1391,0.99,3/19/2012,3/20/2012,2186.0,35-44,Some college,Female,"$50,000 to $59,999",Married,East-North Central,Yes,MI,6.0,Agree,5.0,Somewhat agree,4.0,Neither agree nor disagree
1392,1.77,3/19/2012,3/19/2012,27.0,45-54,Bachelor's degree or higher,Male,"$150,000 to $174,999",Married,South Atlantic,Yes,FL,5.0,Somewhat agree,6.0,Agree,7.0,Strongly disagree
1393,0.6,3/19/2012,3/19/2012,29.0,55-64,Less than high school,Male,"$40,000 to $49,999",Married,Mid-Atlantic,No,NY,6.0,Agree,6.0,Agree,4.0,Neither agree nor disagree
1394,2.67,3/19/2012,3/20/2012,779.0,25-34,High school,Male,"$40,000 to $49,999",Married,South Atlantic,Yes,FL,3.0,Somewhat disagree,7.0,Strongly agree,2.0,Agree
1395,2.74,3/19/2012,3/19/2012,49.0,75+,Less than high school,Male,"$20,000 to $24,999",Married,South Atlantic,No,SC,5.0,Somewhat agree,5.0,Somewhat agree,3.0,Somewhat agree
